F,F,T,T,F,F,F,T,F,T,T,T,T,F,F,F,T,F,F,F,T,F,F,T,F,27,2611
T,F,F,T,F,T,T,T,T,F,T,F,F,F,T,T,F,F,F,F,F,T,F,T,F,32,2959
T,F,T,T,T,T,T,F,T,T,F,T,T,T,F,T,F,T,T,T,T,T,T,T,T,60,5282

result
F,T,T,T,T,T,F,T,T,T,T,F,T,T,F,T,T,F,F,T,T,F,T,F,T,31,4328
F,T,T,T,T,T,F,T,F,T,T,T,T,T,F,T,T,F,F,T,T,F,T,F,T,34,4335
F,T,T,T,T,T,F,T,T,T,T,T,T,T,F,T,T,F,F,T,T,F,T,F,T,36,4635
F,T,T,T,T,T,F,T,T,T,T,T,T,T,F,T,T,F,F,T,T,F,T,F,T,36,4635
F,T,T,T,T,T,F,T,T,F,T,F,T,T,F,T,T,F,F,T,T,F,T,F,T,29,4098
F,T,T,T,T,T,F,T,T,T,T,F,T,T,F,T,T,F,F,T,T,F,T,T,T,36,4593
F,T,T,T,T,T,F,T,T,T,T,T,T,T,F,T,T,F,F,T,T,F,T,T,T,41,4900
F,T,T,T,T,T,F,T,T,F,T,F,T,T,F,T,T,F,F,T,T,F,T,F,T,29,4098
F,T,T,T,T,T,F,T,F,T,T,F,T,T,F,T,T,F,F,T,T,F,T,F,T,29,4028
F,T,T,T,T,T,F,T,T,F,T,F,T,T,F,T,T,F,F,T,T,F,T,F,T,29,4098
F,T,T,T,T,T,F,T,T,T,T,F,T,T,F,T,T,F,F,T,T,F,T,F,F,30,4124
F,T,T,T,T,T,F,T,T,T,T,F,T,T,T,T,T,F,F,T,T,F,T,F,T,34,4587
F,T,T,T,T,T,F,T,T,T,T,F,T,T,F,T,T,F,F,T,T,F,T,F,T,31,4328
F,T,T,T,T,T,F,T,T,F,T,F,T,T,F,T,T,F,F,T,T,F,T,F,T,29,4098
F,T,T,T,T,T,F,T,T,T,T,F,T,T,F,T,T,F,F,T,T,F,T,F,T,31,4328
F,T,T,T,T,T,F,T,T,F,T,F,T,T,F,T,T,F,F,T,T,F,T,F,T,29,4098
F,T,T,T,T,T,F,T,T,F,T,F,T,T,F,T,T,F,F,T,T,F,T,F,T,29,4098
F,T,T,T,T,T,F,T,T,T,T,T,T,T,F,T,T,F,F,T,T,F,T,F,T,36,4635
F,T,T,T,T,T,F,T,T,T,T,F,T,T,F,T,T,F,F,T,T,F,T,F,T,31,4328
F,T,T,T,T,T,F,T,T,T,T,F,T,T,F,T,T,F,F,T,T,F,T,F,T,31,4328
F,T,T,T,T,T,F,T,T,T,T,F,T,T,F,T,T,F,F,T,T,F,T,F,T,31,4328
F,T,T,T,T,T,F,T,T,T,T,F,T,T,F,T,T,F,F,T,T,F,T,T,T,36,4593
F,T,T,T,T,T,F,T,T,T,T,F,T,T,F,T,T,F,F,T,T,F,T,F,T,31,4328
F,T,T,T,T,T,F,T,T,F,T,F,T,T,F,T,T,F,F,T,T,F,T,F,T,29,4098
F,T,T,T,T,T,F,T,T,T,T,F,T,T,F,T,T,F,F,T,T,F,T,T,T,36,4593
